250,0.49229948
251,0.49202517
252,0.49149561
253,0.49123008
254,0.49107713
255,0.49043443
256,0.48981905
257,0.48940897
258,0.48902488
259,0.48860235
260,0.48842095
261,0.48795817
262,0.48735204
263,0.4871416
264,0.48659771
265,0.48604766
266,0.48581233
267,0.48532538
268,0.48552923
269,0.48512819
270,0.48510309
271,0.48481232
272,0.48512308
273,0.48491631
274,0.48438472
275,0.48422847
276,0.48372882
277,0.48416054
278,0.48388733
279,0.48395021
280,0.48384316
281,0.48368155
282,0.48367151
283,0.48307508
284,0.4831533
285,0.48358485
286,0.48360169
287,0.48370174
288,0.48333237
289,0.48330018
290,0.48312606
291,0.48313378
292,0.48330636
293,0.48308945
294,0.48324303
295,0.48326293
296,0.48410925
297,0.48413716
298,0.4839937
299,0.48368698
300,0.48339154
301,0.4835592
302,0.4833511
303,0.48367203
304,0.48397431
305,0.48358606
306,0.48347046
307,0.48385683
308,0.48350128
309,0.48329876
310,0.48359788
311,0.48388148
312,0.48331328
313,0.4833628
314,0.48267439
315,0.48220685
316,0.48268931
317,0.48275836
318,0.48150531
319,0.48130764
320,0.48097966
321,0.48111927
322,0.48092438
323,0.48080092
324,0.47996714
325,0.48087334
326,0.47978625
327,0.48010417
328,0.48009314
329,0.47955102
330,0.47987032
331,0.47932493
332,0.47900606
333,0.4786084
334,0.47893388
335,0.47846536
336,0.47910647
337,0.47926622
338,0.47981579
339,0.47894195
340,0.47957336
341,0.478827
342,0.47947526
343,0.4792131
344,0.47925541
345,0.47855279
346,0.47923151
347,0.47946281
348,0.47953837
349,0.47894498
350,0.47881885
351,0.47959045
352,0.47903122
353,0.47872619
354,0.47916091
355,0.47978172
356,0.47985595
357,0.47889148
358,0.47923758
359,0.47905284
360,0.47929648
361,0.47946051
362,0.47909717
363,0.47984124
364,0.47935633
365,0.47865584
366,0.48028261
367,0.47884696
368,0.47904719
369,0.47915138
370,0.47927809
371,0.47859811
372,0.4786176
373,0.47837745
374,0.47880109
375,0.47880464
376,0.47833889
377,0.47880176
378,0.47948265
379,0.47942605
380,0.47984436
381,0.4793912
382,0.4792489
383,0.47946182
384,0.4797754
385,0.47922606
386,0.47964929
387,0.47957449
388,0.47963249
389,0.47967539
390,0.47952101
391,0.4801347
392,0.47975003
393,0.4799072
394,0.47929679
395,0.4798043
396,0.47964385
397,0.47984144
398,0.4797782
399,0.47999983
400,0.47993493
401,0.47944324
402,0.47973194
403,0.47994037
404,0.48002624
405,0.4798418
406,0.47995023
407,0.47979727
408,0.47987405
409,0.47962079
410,0.48019755
411,0.47999223
412,0.47994811
413,0.4800681
414,0.48029901
415,0.480301
416,0.48009222
417,0.48041962
418,0.48011055
419,0.48031612
420,0.4804071
421,0.48022435
422,0.48072662
423,0.48086915
424,0.48003958
425,0.47996854
426,0.48039089
427,0.4803315
428,0.48046209
429,0.48017561
430,0.4799998
431,0.48047878
432,0.48043021
433,0.48042435
434,0.48028142
435,0.48031398
436,0.4804042
437,0.48044024
438,0.48053325
439,0.48033657
440,0.48029501
441,0.48038282
442,0.48047792
443,0.48085857
444,0.48086626
445,0.48105816
446,0.48107378
447,0.48118552
448,0.4815609
449,0.48146094
450,0.48151191
451,0.48125329
452,0.48154616
453,0.4818377
454,0.48171186
455,0.48174568
456,0.48190247
457,0.48209897
458,0.4821175
459,0.48195149
460,0.48169553
461,0.48179919
462,0.48193444
463,0.48198406
464,0.48207615
465,0.48223494
466,0.4820324
467,0.48198156
468,0.48184429
469,0.48179125
470,0.48189685
471,0.48195715
472,0.48204215
473,0.48208896
474,0.48202788
475,0.48204837
476,0.48201807
477,0.48202438
478,0.48231463
479,0.48227187
480,0.4820039
481,0.48192369
482,0.48188779
483,0.48210073
484,0.4822252
485,0.48245878
486,0.48277169
487,0.48310538
488,0.48288196
489,0.48260148
490,0.48268859
491,0.48282961
492,0.48304639
493,0.48283769
494,0.48297874
495,0.48316905
496,0.48335394
497,0.48365561
498,0.48383223
499,0.48381835
500,0.48376658
501,0.48381081
502,0.48382844
503,0.48369232
504,0.48342146
505,0.48350615
506,0.4836833
507,0.48356471
508,0.48334813
509,0.48361974
510,0.4838
511,0.48378402
512,0.48368068
513,0.48380166
514,0.48408378
515,0.48393911
516,0.48382189
517,0.48354027
518,0.48373073
519,0.48392637
520,0.48371112
521,0.4837925
522,0.48382591
523,0.48384856
524,0.48424173
525,0.48412677
526,0.48411664
527,0.48410129
528,0.48399519
529,0.48432399
530,0.48434736
531,0.48410519
532,0.48402425
533,0.48434941
534,0.48429742
535,0.4842754
536,0.48435854
537,0.48421196
538,0.48440262
539,0.48435715
540,0.48458761
541,0.48427984
542,0.48426562
543,0.48448884
544,0.48419926
545,0.48433682
546,0.48444804
547,0.48453189
548,0.48443444
549,0.48483418
550,0.48458007
551,0.48489573
552,0.48447278
553,0.48475892
554,0.48481159
555,0.48482943
556,0.48427995
557,0.48457527
558,0.48488307
559,0.48479723
560,0.4846533
561,0.48499707
562,0.48511171
563,0.48490213
564,0.48521614
565,0.48503958
566,0.48513654
567,0.48481723
568,0.48520624
569,0.4854071
570,0.48521384
571,0.48557378
572,0.48507511
573,0.48494312
574,0.4848635
575,0.48570313
576,0.48529682
577,0.4851795
578,0.48496827
579,0.4851241
580,0.48536026
581,0.48495023
582,0.48565122
583,0.48539625
584,0.48544862
585,0.48501401
586,0.48564242
587,0.48524426
588,0.48522633
589,0.48577468
590,0.48498661
591,0.48575002
592,0.4853433
593,0.48554479
594,0.48568645
595,0.48571989
596,0.48543327
597,0.48566948
598,0.485377
